,Factory,Ulke,Sehir,Tarih,Kurulus_tarihi,Veri_analistci_tecrubesi,Isci_sayisi,Isci__memnuniyeti,Aylik_uretim_miktari,Uretim_hizi,Gunluk_uretilen_miktar,Gunluk_calisma_suresi,Max_uretilen_urun,Fabrika_sayisi,Yonetici_sayisi,Kapasite_durumu,Lojistik,Lojistik_tur_sayisi,Kullanilan_makina,Uretim_cesidi,Fabrika_depo_sayisi,Ham_madde_cesidi,Kesikli_uretim,Surekli_uretim,Esnek_uretim,Ceo_degisimi,Toplam_uretilmis_urun,Populerite,Malzeme_kalitesi,Urunbasi_ortalama_maliyet,Urunbasi_ortalama_kar,Max_fiyat,Min_fiyat,Max_kar,Max_zarar,Aylik_toplanti,Vardiya,Calisanlara_mesai,Mola_suresi,Urun_hata_orani,Satislarin_dusme_orani,Ortaklarla_uyum,Tedarikci_zorluk_yasanmasi,Calisan_tecrubesi,Ustabasilarinin_ise_önemvermesi,Patronlarin_donanimi,Kasada_acik_cikmasi,Malzeme_kaybi,Dogal_afetler,Tehcizat_pahaliligi,Makine_pahaliligi,Reklam_yetersizligi,Musteriye_hitap,Ithalat_ihracat_sorunlari,Globallesme_orani,Maaslarda_kesinti_orani,Sosyal_medyayi_kullanma,Yanlis_marka_ismi,Pazar_payi,Is_sagligi_orani,Musteri_hizmetlerinin_ilgisi,Yanlis_strateji,Sermayenin_tukenmesi,Vergi_usulsuzlugu,Is_yerindetorpil,Ortaklik_sorunlari,Dunya_ekonomisi_cokusleri,Yazilim_gelistirmeleri,Calisma_veduzenli_uretim,Muhasebeci_tecrubesi,Devam_durumu
252,Factory253,Turkiye,Tokat,12.05.2020,1995,4,2412,4,237000,5,15000,8,610000,14,12,150000,YES,3,21,11,3,4,NO,YES,YES,3,12400000,4,5,543,643,408,302,102,50,4,3,5,1SAAT,1,2,4,2,4,5,3,NO,NO,YES,3,2,YES,5,NO,2,2,NO,NO,4,4,5,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
253,Factory254,Turkiye,Samsun,12.05.2020,1993,1,3245,5,360000,5,19800,8,240000,16,14,450000,YES,3,14,21,5,8,YES,YES,NO,6,20000000,3,3,567,667,356,264,64,38,5,3,3,1SAAT,2,2,5,1,2,5,2,YES,NO,NO,4,1,YES,5,NO,2,0,NO,NO,4,4,5,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
254,Factory255,Turkiye,Zonguldak,12.05.2020,1987,3,2156,4,420000,5,12600,8,298000,14,9,420000,YES,3,46,23,9,5,YES,YES,NO,5,20000000,2,1,587,687,498,330,130,21,6,3,2,1SAAT,2,2,2,2,3,3,5,YES,NO,NO,3,1,YES,5,NO,3,0,NO,NO,4,4,5,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
255,Factory256,Turkiye,Adana,12.05.2020,1995,5,2089,3,310000,4,13400,8,398000,14,15,400000,YES,3,15,26,8,4,YES,YES,YES,4,30000000,5,3,569,669,390,290,90,50,7,3,4,1SAAT,2,1,1,5,5,5,4,NO,NO,NO,2,1,YES,5,YES,4,0,YES,YES,4,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
256,Factory257,Turkiye,Istanbul,12.05.2020,1987,4,2004,2,189000,3,17545,8,488000,14,11,340000,YES,3,38,7,6,3,YES,YES,YES,0,10000000,4,4,568,668,312,200,0,70,3,3,5,1SAAT,2,2,5,3,4,5,3,NO,NO,NO,3,1,YES,5,YES,3,0,YES,NO,5,5,5,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
257,Factory258,Turkiye,Giresun,12.05.2020,1977,3,2009,5,348700,3,12300,8,237000,16,9,390000,YES,3,21,12,2,6,YES,YES,YES,2,15000000,5,5,455,555,320,210,10,30,2,3,2,1SAAT,1,3,4,4,2,1,5,NO,NO,NO,4,2,YES,5,YES,2,0,YES,YES,5,5,5,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
258,Factory259,Turkiye,Sakarya,12.05.2020,1983,5,3125,2,465000,3,12100,8,360000,15,21,510000,YES,3,24,17,1,7,YES,YES,YES,8,18000000,1,1,467,567,400,300,100,0,1,3,3,1SAAT,2,3,3,5,2,5,4,NO,NO,NO,3,3,YES,3,NO,3,0,NO,YES,5,5,5,NO,NO,NO,NO,NO,YES,5,NO,5,Isliyor
259,Factory260,Turkiye,Ankara,12.05.2020,1984,3,3689,2,276000,2,3500,8,420000,12,16,800000,YES,3,16,26,16,9,YES,YES,YES,6,12000000,3,3,487,587,350,250,50,20,5,2,4,1SAAT,3,2,2,1,3,3,3,NO,NO,YES,2,4,YES,4,NO,4,0,NO,NO,5,5,3,NO,NO,NO,NO,YES,NO,5,NO,5,Isliyor
260,Factory261,Turkiye,Trabzon,12.05.2020,1989,4,3994,4,165000,3,5000,8,310000,13,4,300000,YES,3,11,12,5,5,YES,YES,YES,3,11000000,2,5,478,578,368,240,40,10,6,1,2,1SAAT,3,1,1,2,4,5,4,NO,NO,NO,3,0,YES,5,NO,4,0,NO,NO,5,3,3,NO,NO,NO,NO,NO,NO,3,NO,3,Isliyor
261,Factory262,Turkiye,Rize,12.05.2020,1990,4,4015,1,340000,3,5500,8,189000,14,3,340000,YES,3,12,34,4,4,YES,YES,YES,5,24000000,4,2,467,567,370,270,70,42,8,2,1,1SAAT,2,2,5,3,3,2,5,YES,NO,YES,4,4,NO,5,YES,5,0,YES,NO,3,2,3,NO,NO,NO,NO,NO,NO,2,YES,2,Isliyor
262,Factory263,Turkiye,Gumushane,12.05.2020,1965,2,1082,0,330000,3,4500,8,348700,15,5,420000,YES,3,14,28,3,6,YES,YES,YES,4,12300000,5,3,478,578,359,250,50,38,4,3,1,1SAAT,1,3,3,1,2,5,3,NO,NO,YES,4,0,YES,5,YES,3,0,YES,NO,2,3,4,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
263,Factory264,Turkiye,Malatya,12.05.2020,1967,4,3659,2,230000,5,12320,8,465000,16,11,520000,YES,2,13,16,6,7,YES,YES,YES,2,12400000,5,2,498,598,355,252,52,12,5,2,2,1SAAT,2,1,4,2,3,5,2,YES,NO,NO,5,2,YES,5,YES,2,0,YES,YES,3,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
264,Factory265,Turkiye,Hatay,12.05.2020,1987,5,4203,3,540000,4,13450,9,276000,12,12,345000,YES,2,15,17,10,5,YES,YES,YES,4,20000000,4,4,487,587,342,263,63,33,3,3,3,45DK,3,1,2,2,4,2,3,YES,NO,NO,3,3,YES,2,YES,3,1,YES,YES,4,5,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
265,Factory266,Turkiye,Kocaeli,12.05.2020,1977,4,2658,5,570000,1,12000,10,165000,18,7,430000,YES,3,18,28,11,4,YES,YES,NO,2,20000000,5,5,455,555,388,233,33,28,7,3,4,45DK,1,4,4,2,4,1,4,NO,NO,NO,2,0,NO,3,YES,5,2,YES,NO,5,4,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
266,Factory267,Turkiye,K.maras,12.05.2020,1976,3,2698,4,240000,5,14000,10,340000,10,14,700000,YES,3,17,29,5,6,YES,YES,NO,5,30000000,5,1,432,532,410,320,120,15,6,2,2,1SAAT,1,3,3,2,5,2,3,NO,NO,NO,3,4,NO,4,YES,4,1,YES,NO,4,3,4,NO,NO,NO,NO,YES,NO,3,YES,3,Isliyor
267,Factory268,Turkiye,Tokat,12.05.2020,1987,2,2689,1,160000,3,11000,8,330000,11,16,670000,YES,3,14,45,6,7,YES,YES,YES,3,10000000,5,3,465,565,415,325,125,22,5,1,3,1SAAT,4,2,2,1,3,5,2,NO,NO,YES,5,0,NO,1,YES,2,2,YES,NO,3,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
268,Factory269,Turkiye,Samsun,12.05.2020,1967,5,3001,3,115000,4,17000,8,230000,12,17,300000,YES,3,13,33,1,3,YES,YES,NO,7,15000000,5,2,487,587,420,330,130,42,3,2,4,1SAAT,3,1,5,2,2,3,3,NO,NO,YES,4,3,YES,2,YES,3,3,YES,NO,4,5,3,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
269,Factory270,Turkiye,Zonguldak,12.05.2020,1999,2,3016,5,125000,3,12000,9,540000,13,9,200000,YES,3,15,26,12,4,YES,YES,NO,3,18000000,2,1,467,567,408,302,102,50,8,3,2,1SAAT,2,2,4,3,3,2,4,YES,NO,NO,2,0,YES,3,YES,5,1,YES,NO,5,2,3,NO,NO,NO,NO,NO,YES,2,YES,2,Isliyor
270,Factory271,Turkiye,Adana,12.05.2020,2001,2,3259,4,390000,5,9000,8,570000,14,10,150000,YES,3,14,32,14,6,NO,YES,YES,3,12000000,4,4,487,587,356,264,64,38,7,2,2,45DK,1,2,3,3,5,1,3,YES,NO,NO,3,1,YES,4,YES,4,2,YES,YES,2,3,3,NO,NO,NO,NO,YES,NO,3,YES,3,Isliyor
271,Factory272,Turkiye,Istanbul,12.05.2020,2002,4,1658,3,376000,4,6000,8,240000,15,10,150000,YES,3,16,15,5,8,NO,YES,YES,3,11000000,2,5,498,598,498,330,130,21,5,3,2,45DK,2,2,5,2,4,2,2,NO,NO,NO,5,0,NO,4,YES,2,1,YES,YES,3,4,3,NO,NO,NO,NO,YES,YES,4,YES,4,Isliyor
272,Factory273,Turkiye,Giresun,12.05.2020,1963,2,2258,5,346000,2,15000,8,160000,15,9,450000,YES,3,17,17,6,9,YES,YES,YES,2,24000000,4,3,512,612,390,290,90,50,4,2,2,45DK,2,2,4,1,2,3,3,NO,NO,NO,4,3,NO,4,NO,3,0,NO,NO,4,4,4,NO,NO,NO,NO,YES,YES,4,NO,4,Isliyor
273,Factory274,Turkiye,Sakarya,12.05.2020,1956,3,3456,3,288000,3,19800,8,115000,15,12,420000,YES,1,18,18,7,5,YES,YES,YES,1,12300000,3,1,523,623,312,200,0,70,3,1,2,1SAAT,2,1,3,2,3,1,4,NO,NO,NO,2,0,NO,4,YES,4,0,YES,YES,4,3,5,NO,NO,NO,NO,YES,YES,3,YES,3,Isliyor
274,Factory275,Turkiye,Ankara,12.05.2020,1967,2,2700,4,356000,4,12600,8,125000,14,13,400000,YES,3,19,14,9,6,YES,YES,YES,4,12400000,4,4,567,667,320,210,10,30,8,2,2,1SAAT,2,2,4,3,5,1,4,NO,NO,YES,2,0,YES,4,YES,3,0,YES,NO,3,4,4,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
275,Factory276,Turkiye,Trabzon,12.05.2020,1988,3,2010,2,476000,1,13400,8,390000,12,14,340000,YES,3,15,16,8,3,YES,YES,YES,5,20000000,3,0,598,698,400,300,100,0,5,3,3,1SAAT,1,1,5,1,4,4,5,NO,NO,YES,3,0,YES,5,YES,5,0,YES,NO,4,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
276,Factory277,Turkiye,Rize,12.05.2020,1977,5,4002,1,610000,5,17545,8,376000,12,8,390000,YES,3,14,27,5,4,YES,YES,YES,2,20000000,4,3,511,611,350,250,50,20,6,2,2,45DK,2,2,3,1,2,3,3,YES,NO,NO,4,0,YES,3,NO,3,0,NO,NO,5,4,4,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
277,Factory278,Turkiye,Gumushane,12.05.2020,1999,4,3578,0,240000,4,12300,8,346000,13,11,510000,YES,3,13,18,68,6,YES,YES,YES,3,30000000,4,2,523,623,368,240,40,10,3,1,4,45DK,1,3,2,4,3,5,2,YES,NO,YES,3,4,YES,4,NO,1,2,NO,NO,4,3,2,NO,NO,NO,NO,NO,NO,3,NO,3,Isliyor
278,Factory279,Turkiye,Malatya,12.05.2020,2000,2,1010,2,298000,3,12100,8,288000,10,6,800000,YES,3,12,27,6,9,YES,YES,YES,6,10000000,4,5,543,643,370,270,70,42,2,2,5,1SAAT,2,2,3,3,4,5,3,NO,NO,NO,2,3,YES,5,NO,3,3,NO,YES,3,3,3,NO,NO,NO,NO,YES,NO,3,NO,3,Isliyor
279,Factory280,Turkiye,Hatay,12.05.2020,2001,4,2657,4,398000,5,3500,8,356000,10,11,300000,YES,3,10,32,15,3,YES,YES,YES,4,15000000,3,0,543,643,359,250,50,38,9,3,5,1SAAT,3,1,4,2,3,2,5,YES,NO,NO,3,2,YES,4,YES,4,1,YES,NO,3,4,4,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
280,Factory281,Turkiye,Kocaeli,12.05.2020,2002,2,2978,5,488000,5,5000,9,476000,11,10,340000,YES,2,13,31,14,5,YES,YES,YES,5,18000000,3,5,567,667,355,252,52,12,8,2,4,1SAAT,2,2,3,1,5,2,4,NO,NO,NO,4,3,YES,5,YES,5,0,YES,YES,4,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
281,Factory282,Turkiye,K.maras,12.05.2020,1987,3,3224,4,237000,5,5500,8,610000,11,12,420000,YES,2,16,23,11,6,YES,YES,YES,1,12000000,5,3,587,687,342,263,63,33,5,3,5,1SAAT,1,4,2,2,3,5,2,NO,NO,NO,4,1,YES,4,YES,3,0,YES,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
282,Factory283,Turkiye,Tokat,12.05.2020,1988,2,3548,3,360000,5,4500,8,240000,11,14,520000,YES,1,17,36,10,4,YES,YES,YES,2,11000000,5,0,569,669,388,233,33,28,3,3,4,45DK,2,1,3,2,1,5,3,NO,NO,YES,5,0,YES,5,NO,1,0,NO,NO,4,3,5,NO,NO,NO,NO,NO,NO,3,NO,3,Isliyor
283,Factory284,Turkiye,Samsun,12.05.2020,1999,3,2002,2,420000,5,12320,10,298000,11,15,345000,YES,3,22,43,12,3,YES,YES,YES,3,24000000,4,2,568,668,410,320,120,15,2,3,6,45DK,4,3,4,2,3,5,5,NO,NO,NO,3,4,YES,3,NO,3,0,NO,YES,3,4,5,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
284,Factory285,Turkiye,Zonguldak,12.05.2020,1976,5,3312,5,310000,5,13450,9,398000,15,9,430000,YES,3,26,24,1,7,YES,YES,YES,6,12300000,1,0,455,555,415,325,125,22,7,2,5,45DK,1,2,3,2,4,5,4,YES,NO,YES,2,2,YES,4,NO,4,0,NO,NO,4,5,5,NO,NO,NO,NO,YES,YES,5,NO,5,Isliyor
285,Factory286,Turkiye,Adana,12.05.2020,2003,4,1089,2,189000,4,12000,7,488000,14,7,700000,YES,3,23,31,8,9,YES,YES,YES,5,12400000,4,3,467,567,420,330,130,42,5,2,4,1SAAT,3,1,2,1,5,1,2,NO,NO,NO,3,1,NO,5,YES,5,2,YES,YES,5,4,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
286,Factory287,Turkiye,Istanbul,12.05.2020,1967,1,3001,2,348700,3,14000,7,237000,15,10,670000,YES,3,24,23,9,5,YES,YES,YES,8,20000000,2,1,487,587,408,302,102,50,4,1,3,1SAAT,2,2,3,2,3,2,2,YES,NO,NO,5,0,YES,4,YES,3,3,YES,YES,4,5,5,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
287,Factory288,Turkiye,Giresun,12.05.2020,2005,3,2678,4,465000,3,11000,8,360000,19,12,300000,YES,3,25,26,6,4,YES,YES,YES,7,20000000,3,0,478,578,356,264,64,38,3,3,6,1SAAT,1,3,4,1,1,5,3,NO,NO,YES,4,4,YES,5,YES,2,4,YES,NO,5,4,5,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
288,Factory289,Turkiye,Sakarya,12.05.2020,2010,5,2780,1,276000,3,17000,8,420000,20,14,200000,YES,2,29,37,20,6,YES,YES,YES,4,30000000,5,4,467,567,498,330,130,21,8,3,5,45DK,2,1,4,2,3,2,4,NO,NO,NO,2,3,YES,5,YES,5,5,YES,NO,4,5,5,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
289,Factory290,Turkiye,Ankara,12.05.2020,1956,4,2657,0,165000,2,12000,9,310000,14,9,150000,YES,1,21,5,25,8,NO,YES,YES,5,10000000,4,0,478,578,390,290,90,50,9,3,4,45DK,3,2,5,3,4,5,3,YES,NO,NO,3,2,NO,5,YES,1,0,YES,NO,5,3,4,NO,NO,NO,NO,YES,NO,3,YES,3,Isliyor
290,Factory291,Turkiye,Trabzon,12.05.2020,1976,3,2569,2,340000,3,9000,10,189000,10,15,150000,YES,3,14,9,13,4,NO,YES,YES,1,15000000,2,5,498,598,312,200,0,70,4,2,3,1SAAT,1,2,3,2,5,5,2,NO,NO,NO,5,1,NO,5,YES,3,0,YES,NO,3,3,3,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
291,Factory292,Turkiye,Rize,12.05.2020,1986,5,2412,3,330000,3,6000,8,348700,11,11,450000,YES,2,46,11,14,6,YES,YES,YES,2,18000000,5,2,487,587,320,210,10,30,1,3,4,1SAAT,2,1,2,1,3,4,3,YES,NO,NO,4,0,NO,3,YES,4,0,YES,NO,3,4,0,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
292,Factory293,Turkiye,Gumushane,12.05.2020,1989,3,3245,5,230000,3,15000,7,465000,13,9,420000,YES,3,15,21,24,3,YES,YES,YES,5,12000000,4,1,455,555,400,300,100,0,4,2,5,1SAAT,2,0,3,2,2,5,4,YES,NO,YES,2,5,YES,2,YES,5,0,YES,NO,4,5,0,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
293,Factory294,Turkiye,Malatya,12.05.2020,1967,4,2156,4,540000,5,19800,8,276000,14,21,400000,YES,3,38,23,26,8,YES,YES,YES,6,11000000,3,0,432,532,350,250,50,20,6,3,6,1SAAT,1,1,5,4,5,3,4,NO,NO,NO,3,3,YES,1,YES,2,1,YES,YES,5,5,2,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
294,Factory295,Turkiye,Hatay,12.05.2020,1987,2,2089,1,570000,4,12600,10,165000,8,16,340000,YES,3,21,26,5,5,YES,YES,YES,4,24000000,5,3,465,565,368,240,40,10,7,2,3,45DK,0,2,4,1,1,2,5,NO,NO,YES,4,2,YES,4,YES,1,3,YES,NO,5,2,3,NO,NO,NO,NO,NO,NO,2,YES,2,Isliyor
295,Factory296,Turkiye,Kocaeli,12.05.2020,1967,4,2004,3,240000,1,13400,8,340000,12,4,390000,YES,3,24,28,3,3,YES,YES,YES,2,12300000,4,4,487,587,370,270,70,42,4,1,2,45DK,1,1,2,3,3,5,3,NO,NO,NO,3,1,NO,5,YES,5,4,YES,YES,2,3,4,NO,NO,NO,NO,NO,NO,3,YES,3,Isliyor
296,Factory297,Turkiye,K.maras,12.05.2020,1987,5,2009,5,160000,5,17545,8,330000,11,3,510000,YES,3,16,32,6,4,YES,YES,YES,5,12400000,2,0,467,567,359,250,50,38,3,2,3,45DK,2,2,3,2,4,2,2,NO,NO,NO,5,0,NO,1,NO,4,2,NO,YES,3,4,5,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
297,Factory298,Turkiye,Tokat,12.05.2020,2006,4,3125,4,115000,3,12300,8,230000,15,5,800000,YES,3,11,12,8,8,YES,YES,YES,1,20000000,3,5,487,587,355,252,52,12,6,3,4,1SAAT,1,1,5,1,5,3,3,NO,NO,YES,3,5,NO,5,YES,3,0,YES,NO,4,5,3,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
298,Factory299,Turkiye,Samsun,12.05.2020,2009,3,3689,3,125000,4,12100,8,540000,10,11,300000,YES,3,12,23,9,5,YES,YES,NO,1,20000000,4,3,498,598,342,263,63,33,7,3,3,1SAAT,2,2,4,2,2,1,5,NO,NO,NO,1,4,YES,2,YES,2,0,YES,NO,5,4,4,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
299,Factory300,Turkiye,Zonguldak,12.05.2020,1987,2,3994,0,390000,3,3500,8,570000,10,12,340000,YES,3,14,25,17,4,YES,YES,NO,1,30000000,5,1,512,612,388,233,33,28,8,3,2,1SAAT,1,1,2,3,1,2,4,YES,NO,YES,3,3,YES,1,YES,1,0,YES,NO,4,5,5,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
300,Factory301,Turkiye,Adana,12.05.2020,1986,5,4015,0,376000,5,5000,8,240000,10,7,420000,YES,3,13,27,15,3,YES,YES,YES,0,10000000,2,2,523,623,410,320,120,15,3,3,2,45DK,2,2,3,1,5,5,2,NO,NO,YES,4,1,YES,5,NO,5,2,NO,NO,5,4,4,NO,NO,NO,NO,YES,NO,4,NO,4,Isliyor
301,Factory302,Turkiye,Istanbul,12.05.2020,1999,2,1082,1,346000,4,5500,8,160000,10,14,520000,YES,3,15,32,16,6,YES,YES,YES,3,15000000,3,4,567,667,415,325,125,22,4,3,4,45DK,1,2,4,2,4,1,3,YES,NO,NO,5,0,YES,3,NO,3,1,NO,YES,4,5,5,NO,NO,NO,NO,NO,YES,5,NO,5,Isliyor
302,Factory303,Turkiye,Giresun,12.05.2020,2015,2,3659,2,288000,2,4500,8,115000,12,16,345000,YES,3,18,23,14,7,YES,YES,YES,6,18000000,5,5,598,698,420,330,130,42,6,3,5,1SAAT,2,2,3,2,3,5,5,YES,NO,NO,3,0,YES,2,NO,4,0,NO,YES,5,3,0,NO,NO,NO,NO,NO,YES,3,NO,3,Isliyor
303,Factory304,Turkiye,Sakarya,12.05.2020,2012,4,4203,4,356000,3,12320,8,125000,14,17,430000,YES,3,17,34,2,9,YES,YES,YES,5,12000000,4,0,511,611,408,302,102,50,8,2,3,1SAAT,2,2,5,1,2,5,4,NO,NO,NO,1,0,YES,4,YES,2,0,YES,NO,3,3,0,NO,NO,NO,NO,NO,YES,3,YES,3,Isliyor
304,Factory305,Turkiye,Ankara,12.05.2020,2009,2,2658,5,476000,4,13450,8,390000,15,9,700000,YES,3,14,21,3,5,YES,YES,YES,4,11000000,2,3,523,623,356,264,64,38,9,3,2,1SAAT,2,1,3,0,1,2,2,NO,NO,NO,3,0,YES,5,YES,4,0,YES,NO,3,4,0,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
305,Factory306,Turkiye,Trabzon,12.05.2020,1980,3,2698,3,610000,1,12000,8,376000,16,10,670000,YES,3,13,20,5,4,YES,YES,YES,0,24000000,3,5,543,643,498,330,130,21,4,2,4,1SAAT,2,2,1,1,5,1,3,NO,NO,NO,4,4,YES,1,YES,3,0,YES,NO,4,5,4,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
306,Factory307,Turkiye,Rize,12.05.2020,1978,2,2689,4,240000,5,14000,8,346000,17,10,300000,YES,3,15,21,9,6,YES,YES,YES,2,12300000,5,4,543,643,390,290,90,50,2,3,5,45DK,1,3,3,2,3,2,4,NO,NO,NO,5,3,YES,0,NO,2,3,NO,NO,5,4,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
307,Factory308,Turkiye,Gumushane,12.05.2020,1989,3,3001,1,298000,4,11000,8,288000,10,9,200000,YES,3,14,12,8,7,YES,YES,YES,8,12400000,4,3,567,667,312,200,0,70,6,2,2,45DK,2,3,4,1,4,1,3,YES,NO,YES,3,2,YES,5,NO,5,4,NO,NO,4,5,4,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
308,Factory309,Turkiye,Malatya,12.05.2020,1969,5,3016,2,398000,3,17000,8,356000,9,12,150000,YES,3,16,23,6,5,NO,YES,YES,6,20000000,2,4,587,687,320,210,10,30,7,3,3,45DK,3,2,5,2,2,2,5,YES,NO,NO,2,5,YES,4,NO,4,2,NO,YES,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
309,Factory310,Turkiye,Hatay,12.05.2020,2000,4,3259,3,488000,5,12000,8,476000,11,13,150000,YES,3,17,26,2,4,NO,YES,YES,3,20000000,3,5,569,669,400,300,100,0,8,2,4,1SAAT,3,1,3,1,4,1,3,NO,NO,YES,5,3,NO,5,YES,3,3,YES,YES,4,5,5,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
310,Factory311,Turkiye,Kocaeli,12.05.2020,1988,2,1658,4,237000,5,9000,8,610000,15,14,450000,YES,3,18,4,1,6,YES,YES,NO,5,30000000,1,2,568,668,350,250,50,20,4,3,2,1SAAT,2,2,1,2,3,2,1,NO,NO,YES,1,2,YES,5,YES,5,4,YES,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
311,Factory312,Turkiye,K.maras,12.05.2020,1999,2,2258,2,360000,5,6000,8,240000,14,8,420000,YES,3,19,7,16,7,YES,YES,NO,4,10000000,4,4,455,555,368,240,40,10,3,2,1,1SAAT,1,3,3,1,2,2,3,NO,NO,NO,3,4,YES,5,YES,4,1,YES,YES,4,5,5,NO,NO,NO,NO,NO,NO,5,NO,5,Isliyor
312,Factory313,Turkiye,Tokat,12.05.2020,1996,4,3456,3,420000,5,15000,8,298000,16,11,400000,YES,2,15,6,5,3,YES,YES,YES,2,15000000,5,5,467,567,370,270,70,42,2,3,1,45DK,2,1,4,2,5,5,4,NO,NO,NO,4,3,YES,5,YES,3,1,YES,NO,5,4,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
313,Factory314,Turkiye,Samsun,12.05.2020,1995,2,2700,1,310000,5,19800,9,398000,14,6,340000,YES,2,14,9,4,4,YES,YES,NO,4,18000000,2,2,487,587,359,250,50,38,4,3,2,45DK,3,1,5,2,4,6,5,NO,NO,NO,5,2,NO,5,YES,4,1,YES,NO,4,4,4,NO,NO,NO,NO,NO,YES,4,YES,4,Isliyor
314,Factory315,Turkiye,Zonguldak,12.05.2020,1993,3,2010,0,189000,5,12600,10,488000,14,11,390000,YES,3,13,8,3,6,YES,YES,NO,2,12000000,3,1,478,578,355,252,52,12,5,3,3,1SAAT,1,4,3,2,3,1,3,YES,NO,NO,2,4,NO,5,YES,5,1,YES,NO,4,4,3,NO,NO,NO,NO,YES,YES,4,YES,4,Isliyor
315,Factory316,Turkiye,Adana,12.05.2020,1987,2,4002,5,348700,4,13400,10,237000,14,10,510000,YES,3,12,12,6,8,YES,YES,YES,5,11000000,4,3,467,567,342,263,63,33,7,3,4,1SAAT,1,3,2,2,5,2,1,YES,NO,YES,1,5,NO,5,YES,3,1,YES,NO,4,4,4,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
316,Factory317,Turkiye,Istanbul,12.05.2020,1995,3,3578,3,465000,3,17545,8,360000,16,12,800000,YES,3,10,11,10,9,YES,YES,YES,3,24000000,3,4,478,578,388,233,33,28,8,3,2,1SAAT,4,2,5,1,4,3,3,NO,NO,YES,5,4,YES,5,YES,2,2,YES,YES,4,4,5,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
317,Factory318,Turkiye,Giresun,12.05.2020,1987,5,1010,4,276000,3,12300,8,420000,15,14,300000,YES,3,13,21,11,5,YES,YES,YES,7,12300000,2,5,498,598,410,320,120,15,5,3,3,1SAAT,3,1,1,2,3,3,4,YES,NO,NO,4,3,YES,5,YES,3,0,YES,NO,4,5,4,NO,NO,NO,NO,NO,YES,5,NO,5,Isliyor
318,Factory319,Turkiye,Sakarya,12.05.2020,1977,4,2657,1,165000,3,12100,9,310000,12,15,340000,YES,3,16,23,5,6,YES,YES,YES,3,12400000,5,2,487,587,415,325,125,22,6,3,4,45DK,2,2,3,3,4,2,5,NO,NO,NO,3,2,YES,5,YES,4,0,YES,YES,5,5,2,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
319,Factory320,Turkiye,Ankara,12.05.2020,1983,1,2978,2,340000,2,3500,8,189000,13,9,420000,YES,3,17,26,6,3,YES,YES,YES,3,20000000,4,4,455,555,420,330,130,42,4,3,2,45DK,1,2,4,3,5,1,3,NO,NO,NO,2,3,NO,5,YES,3,0,YES,NO,5,5,3,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
